,age,c_weight,course,date,field,head_count,horse_name,j_weight,jackie,odds,popu,race,race_name,rank,sex,trainerA,trainerB,weight,year
20080101021211,6,+12,芝1200m,8/17(日),札幌,13頭,ブライティアアイ,55.0,武幸,74.7,13,12R,羊ヶ丘特別,12,牝,栗東,須貝彦,488,2008.0
20080101021212,7,-4,芝1200m,8/17(日),札幌,13頭,タイキマーズ,57.0,大江原,70.6,12,12R,羊ヶ丘特別,13,セ,栗東,作田,430,2008.0
20080101030100,2,-2,芝1800m,8/23(土),札幌,14頭,サトノエンペラー,54.0,安藤勝,1.9,1,1R,２歳未勝利,1,牡,美浦,藤沢和,474,2008.0
20080101030101,2,-6,芝1800m,8/23(土),札幌,14頭,ロイヤルダリア,54.0,岩田,5.5,3,1R,２歳未勝利,2,牡,美浦,二ノ宮,504,2008.0
20080101030102,2,-4,芝1800m,8/23(土),札幌,14頭,ラヴィンライフ,54.0,長谷川,37.9,7,1R,２歳未勝利,3,牡,栗東,武宏,468,2008.0
20080101030103,2,-14,芝1800m,8/23(土),札幌,14頭,ピカルディー,52.0,△三浦,16.2,4,1R,２歳未勝利,4,牝,美浦,萩原,476,2008.0
20080101030104,2,-8,芝1800m,8/23(土),札幌,14頭,カシマヴィーナス,54.0,横山典,3.3,2,1R,２歳未勝利,5,牝,美浦,高市,478,2008.0
20080101030105,2,0,芝1800m,8/23(土),札幌,14頭,ディバインフレイム,54.0,藤田,20.8,5,1R,２歳未勝利,6,牡,栗東,清水出,502,2008.0
20080101030106,2,+10,芝1800m,8/23(土),札幌,14頭,セイカプレスト,54.0,小林徹,64.1,9,1R,２歳未勝利,7,牡,美浦,相沢,430,2008.0
20080101030107,2,+6,芝1800m,8/23(土),札幌,14頭,ハイドランジア,54.0,松田,27.8,6,1R,２歳未勝利,8,牡,栗東,本田,468,2008.0
20080101030108,2,0,芝1800m,8/23(土),札幌,14頭,マゴコロ,53.0,☆的場,159.5,12,1R,２歳未勝利,9,牝,美浦,伊藤伸,442,2008.0
20080101030109,2,0,芝1800m,8/23(土),札幌,14頭,コンゴウテンリュオ,54.0,武英,130.1,11,1R,２歳未勝利,10,牡,栗東,山内,482,2008.0
20080101030110,2,+2,芝1800m,8/23(土),札幌,14頭,ディアロックオン,51.0,▲丸田,82.3,10,1R,２歳未勝利,11,牡,栗東,矢作,470,2008.0
20080101030111,2,0,芝1800m,8/23(土),札幌,14頭,コスモルマン,53.0,☆北村友,53.6,8,1R,２歳未勝利,12,牡,栗東,中村,476,2008.0
20080101030112,2,+4,芝1800m,8/23(土),札幌,14頭,キタサンアース,54.0,池添,211.7,14,1R,２歳未勝利,13,牡,栗東,鹿戸明,472,2008.0
20080101030113,2,-10,芝1800m,8/23(土),札幌,14頭,ハヤブサリーフ,54.0,津村,174.2,13,1R,２歳未勝利,14,牝,美浦,伊藤圭,446,2008.0
20080101030200,3,-4,ダ1000m,8/23(土),札幌,12頭,スズカプラチナ,54.0,芹沢,18.5,6,2R,３歳未勝利,1,牝,栗東,橋田,442,2008.0
20080101030201,3,0,ダ1000m,8/23(土),札幌,12頭,サルラ,54.0,岩田,3.5,2,2R,３歳未勝利,2,牝,栗東,崎山,472,2008.0
20080101030202,3,-6,ダ1000m,8/23(土),札幌,12頭,ツクバグランディ,54.0,△三浦,2.0,1,2R,３歳未勝利,3,牡,美浦,松山康,478,2008.0
20080101030203,3,-8,ダ1000m,8/23(土),札幌,12頭,エンリッチメント,56.0,梶,145.1,11,2R,３歳未勝利,4,牡,美浦,境征,464,2008.0
20080101030204,3,+4,ダ1000m,8/23(土),札幌,12頭,ヘリテージゴールド,54.0,秋山,67.7,9,2R,３歳未勝利,5,牝,栗東,中尾秀,494,2008.0
20080101030205,3,+6,ダ1000m,8/23(土),札幌,12頭,ワールドマスター,56.0,四位,27.6,8,2R,３歳未勝利,6,牡,栗東,池添,476,2008.0
20080101030206,3,+2,ダ1000m,8/23(土),札幌,12頭,ウインズワールド,51.0,▲丸田,90.7,10,2R,３歳未勝利,7,牝,美浦,小西,434,2008.0
20080101030207,3,-2,ダ1000m,8/23(土),札幌,12頭,ヴィクトリアルイゼ,54.0,横山典,6.5,3,2R,３歳未勝利,8,牝,美浦,水野,486,2008.0
20080101030208,3,+2,ダ1000m,8/23(土),札幌,12頭,ヒロコ,54.0,武幸,25.7,7,2R,３歳未勝利,9,牝,美浦,根本,434,2008.0
20080101030209,3,+6,ダ1000m,8/23(土),札幌,12頭,コロナドリリー,54.0,長谷川,12.6,4,2R,３歳未勝利,10,牝,栗東,西浦,476,2008.0
20080101030210,3,0,ダ1000m,8/23(土),札幌,12頭,オリーブガール,51.0,▲荻野琢,14.2,5,2R,３歳未勝利,11,牝,栗東,松田国,494,2008.0
20080101030211,3,0,ダ1000m,8/23(土),札幌,12頭,メイケイクリプトン,56.0,柴原,172.9,12,2R,３歳未勝利,12,牡,栗東,田中章,472,2008.0
20080101030300,2,0,ダ1700m,8/23(土),札幌,13頭,カール,54.0,古川,63.1,8,3R,２歳新馬,1,牡,美浦,斎藤誠,480,2008.0
20080101030301,2,0,ダ1700m,8/23(土),札幌,13頭,オーゴンシャトル,54.0,長谷川,62.0,7,3R,２歳新馬,2,牡,栗東,河内,480,2008.0
20080101030302,2,0,ダ1700m,8/23(土),札幌,13頭,ミラクルセッション,54.0,安藤勝,3.6,2,3R,２歳新馬,3,牡,栗東,大久龍,490,2008.0
20080101030303,2,0,ダ1700m,8/23(土),札幌,13頭,モアザンスマート,52.0,△三浦,7.0,3,3R,２歳新馬,4,牡,美浦,伊藤圭,464,2008.0
20080101030304,2,0,ダ1700m,8/23(土),札幌,13頭,シルクユーロスター,54.0,小林徹,120.7,11,3R,２歳新馬,5,牡,栗東,五十嵐,504,2008.0
20080101030305,2,0,ダ1700m,8/23(土),札幌,13頭,メイショウノフウゾ,54.0,小島,73.9,9,3R,２歳新馬,6,牡,美浦,小島太,468,2008.0
20080101030306,2,0,ダ1700m,8/23(土),札幌,13頭,ワールドカルティエ,54.0,横山典,1.7,1,3R,２歳新馬,7,牡,美浦,藤沢和,518,2008.0
20080101030307,2,0,ダ1700m,8/23(土),札幌,13頭,フィールドオモロー,54.0,秋山,14.7,4,3R,２歳新馬,8,牡,栗東,野村,458,2008.0
20080101030308,2,0,ダ1700m,8/23(土),札幌,13頭,ホットコーヒー,54.0,四位,26.9,6,3R,２歳新馬,9,牡,美浦,柄崎,484,2008.0
20080101030309,2,0,ダ1700m,8/23(土),札幌,13頭,コアレスフラッシュ,54.0,菊沢,96.0,10,3R,２歳新馬,10,牡,美浦,内藤,502,2008.0
20080101030310,2,0,ダ1700m,8/23(土),札幌,13頭,チャームメイク,54.0,大野,127.6,12,3R,２歳新馬,11,牝,栗東,鮫島,424,2008.0
20080101030311,2,0,ダ1700m,8/23(土),札幌,13頭,ダンツクリスエス,54.0,藤田,20.1,5,3R,２歳新馬,12,牡,栗東,本田,500,2008.0
20080101030312,2,0,ダ1700m,8/23(土),札幌,13頭,ランドシップ,54.0,津村,234.1,13,3R,２歳新馬,13,牡,美浦,古賀史,516,2008.0
20080101030400,2,0,芝1200m,8/23(土),札幌,15頭,ゲットフルマークス,52.0,△三浦,2.5,1,4R,２歳新馬,1,牡,美浦,河野,484,2008.0
20080101030401,2,0,芝1200m,8/23(土),札幌,15頭,メジロマリアン,54.0,横山典,10.2,4,4R,２歳新馬,2,牝,美浦,高木,472,2008.0
20080101030402,2,0,芝1200m,8/23(土),札幌,15頭,キタサンオリュウ,54.0,四位,32.2,7,4R,２歳新馬,3,牝,美浦,中野渡,486,2008.0
20080101030403,2,0,芝1200m,8/23(土),札幌,15頭,メジロライダー,54.0,長谷川,2.8,2,4R,２歳新馬,4,牡,栗東,田島,468,2008.0
20080101030404,2,0,芝1200m,8/23(土),札幌,15頭,ナイトスズラン,54.0,津村,11.9,5,4R,２歳新馬,5,牡,美浦,鈴木伸,450,2008.0
20080101030405,2,0,芝1200m,8/23(土),札幌,15頭,キリエ,54.0,藤田,6.5,3,4R,２歳新馬,6,牝,栗東,池江郎,392,2008.0
20080101030406,2,0,芝1200m,8/23(土),札幌,15頭,ヒノマルクン,54.0,菊沢,96.4,11,4R,２歳新馬,7,牡,美浦,嶋田潤,440,2008.0
20080101030407,2,0,芝1200m,8/23(土),札幌,15頭,ミツアキクイーン,51.0,▲荻野琢,28.1,6,4R,２歳新馬,8,牝,美浦,二本柳,472,2008.0
20080101030408,2,0,芝1200m,8/23(土),札幌,15頭,リーディングパート,54.0,武幸,70.8,10,4R,２歳新馬,9,牡,栗東,鶴留,476,2008.0
20080101030409,2,0,芝1200m,8/23(土),札幌,15頭,アクセスラヴ,54.0,小林徹,37.9,8,4R,２歳新馬,10,牝,栗東,目野,416,2008.0
20080101030410,2,0,芝1200m,8/23(土),札幌,15頭,コパヤッコ,54.0,古川,62.1,9,4R,２歳新馬,11,牝,栗東,梅田智,436,2008.0
20080101030411,2,0,芝1200m,8/23(土),札幌,15頭,マキシムエンデバー,51.0,▲丸田,103.5,12,4R,２歳新馬,12,牡,美浦,石栗,490,2008.0
20080101030412,2,0,芝1200m,8/23(土),札幌,15頭,ナムラアマランス,54.0,北村浩,106.0,13,4R,２歳新馬,13,牝,栗東,中村,436,2008.0
20080101030413,2,0,芝1200m,8/23(土),札幌,15頭,アイファーラムオー,53.0,☆的場,148.7,14,4R,２歳新馬,14,牡,美浦,小島茂,432,2008.0
20080101030414,2,0,芝1200m,8/23(土),札幌,15頭,ジツリキイチバン,54.0,岩田,,,4R,２歳新馬,除外,牡,栗東,作田,464,2008.0
20080101030500,3,+2,ダ1700m,8/23(土),札幌,13頭,ヒミノプリンセス,54.0,竹之下,49.1,10,5R,３歳未勝利,1,牝,栗東,境直,516,2008.0
20080101030501,3,+4,ダ1700m,8/23(土),札幌,13頭,スプリッツァー,54.0,藤田,9.1,4,5R,３歳未勝利,2,牝,美浦,柄崎,468,2008.0
20080101030502,3,+8,ダ1700m,8/23(土),札幌,13頭,トーホウロサード,54.0,横山典,2.1,1,5R,３歳未勝利,3,牝,美浦,中川,462,2008.0
20080101030503,3,+2,ダ1700m,8/23(土),札幌,13頭,アルコプラータ,51.0,▲丸田,4.8,2,5R,３歳未勝利,4,牝,美浦,松永康,482,2008.0
20080101030504,3,-10,ダ1700m,8/23(土),札幌,13頭,トウカイデリシャス,54.0,菊沢,16.2,5,5R,３歳未勝利,5,牝,美浦,萱野,448,2008.0
20080101030505,3,0,ダ1700m,8/23(土),札幌,13頭,ワイルドエキサイト,54.0,松田,29.1,8,5R,３歳未勝利,6,牝,栗東,本田,438,2008.0
20080101030506,3,-16,ダ1700m,8/23(土),札幌,13頭,スウォードデジタル,52.0,△三浦,20.0,6,5R,３歳未勝利,7,牝,美浦,武藤,466,2008.0
20080101030507,3,0,ダ1700m,8/23(土),札幌,13頭,デンコウレーナ,53.0,☆北村友,38.6,9,5R,３歳未勝利,8,牝,栗東,湯窪,450,2008.0
20080101030508,3,+4,ダ1700m,8/23(土),札幌,13頭,ムーンシンフォニー,54.0,安藤勝,5.9,3,5R,３歳未勝利,9,牝,栗東,松田博,424,2008.0
20080101030509,3,-4,ダ1700m,8/23(土),札幌,13頭,ムーンアウェイク,54.0,池添,72.6,12,5R,３歳未勝利,10,牝,栗東,佐山,438,2008.0
20080101030510,3,-2,ダ1700m,8/23(土),札幌,13頭,スプライトダンス,54.0,古川,21.7,7,5R,３歳未勝利,11,牝,美浦,古賀慎,468,2008.0
20080101030511,3,+6,ダ1700m,8/23(土),札幌,13頭,エバーサンサン,54.0,梶,55.0,11,5R,３歳未勝利,12,牝,美浦,矢野照,480,2008.0
20080101030512,3,-4,ダ1700m,8/23(土),札幌,13頭,スズカワイズクイン,54.0,芹沢,96.0,13,5R,３歳未勝利,13,牝,栗東,橋田,454,2008.0
20080101030600,3,0,芝2000m,8/23(土),札幌,16頭,グレイスフルソング,54.0,津村,5.9,3,6R,３歳未勝利,1,牝,美浦,国枝,442,2008.0
20080101030601,3,+6,芝2000m,8/23(土),札幌,16頭,マコトボムケッチ,56.0,秋山,3.5,1,6R,３歳未勝利,2,牡,美浦,武市,500,2008.0
20080101030602,3,+4,芝2000m,8/23(土),札幌,16頭,ゴールドヘラクレス,56.0,池添,5.3,2,6R,３歳未勝利,3,牡,美浦,中川,472,2008.0
20080101030603,3,0,芝2000m,8/23(土),札幌,16頭,ロンドンウィング,53.0,▲荻野琢,24.2,8,6R,３歳未勝利,4,牡,栗東,森,460,2008.0
20080101030604,3,+6,芝2000m,8/23(土),札幌,16頭,マイソールビート,56.0,長谷川,31.3,9,6R,３歳未勝利,5,牡,栗東,西浦,462,2008.0
20080101030605,3,+4,芝2000m,8/23(土),札幌,16頭,メジロミニー,54.0,菊沢,11.2,6,6R,３歳未勝利,6,牝,美浦,保田,374,2008.0
20080101030606,3,+18,芝2000m,8/23(土),札幌,16頭,ラインウインド,56.0,松田,15.3,7,6R,３歳未勝利,7,牡,栗東,昆,456,2008.0
20080101030607,3,-4,芝2000m,8/23(土),札幌,16頭,マダムブランシェ,54.0,西原,92.1,15,6R,３歳未勝利,8,牝,栗東,友道,474,2008.0
20080101030608,3,0,芝2000m,8/23(土),札幌,16頭,ザルツブルク,56.0,安藤勝,10.0,5,6R,３歳未勝利,9,牡,栗東,松田博,440,2008.0
20080101030609,3,0,芝2000m,8/23(土),札幌,16頭,キョウエイライジン,53.0,▲大江原,83.7,14,6R,３歳未勝利,10,牡,美浦,藤原辰,454,2008.0
20080101030610,3,0,芝2000m,8/23(土),札幌,16頭,トラストジェニオ,54.0,△三浦,32.9,11,6R,３歳未勝利,11,牡,美浦,河野,426,2008.0
20080101030611,3,-2,芝2000m,8/23(土),札幌,16頭,サーリセルカ,53.0,☆北村友,38.1,12,6R,３歳未勝利,12,牝,栗東,岡田,488,2008.0
20080101030612,3,-14,芝2000m,8/23(土),札幌,16頭,トロアアンジェ,53.0,☆的場,101.1,16,6R,３歳未勝利,13,牝,美浦,堀,404,2008.0
20080101030613,3,+12,芝2000m,8/23(土),札幌,16頭,ワンポイント,51.0,▲丸田,32.9,10,6R,３歳未勝利,14,牝,美浦,相沢,416,2008.0
20080101030614,3,-6,芝2000m,8/23(土),札幌,16頭,ディアギレフ,56.0,古川,51.0,13,6R,３歳未勝利,15,牡,美浦,小笠,482,2008.0
20080101030615,3,0,芝2000m,8/23(土),札幌,16頭,シャインスターオー,56.0,横山典,6.7,4,6R,３歳未勝利,中止,牡,美浦,鈴木伸,502,2008.0
20080101030700,4,0,ダ1000m,8/23(土),札幌,12頭,アグネスカルミア,55.0,横山典,2.6,1,7R,３歳上５００万下,1,牝,栗東,森,480,2008.0
20080101030701,5,0,ダ1000m,8/23(土),札幌,12頭,ベルモントユリア,55.0,菊沢,15.3,7,7R,３歳上５００万下,2,牝,美浦,中野渡,466,2008.0
20080101030702,3,-4,ダ1000m,8/23(土),札幌,12頭,エビスオール,50.0,△三浦,6.6,4,7R,３歳上５００万下,3,牝,美浦,加藤征,472,2008.0
20080101030703,3,0,ダ1000m,8/23(土),札幌,12頭,サウスサプライズ,52.0,秋山,11.0,6,7R,３歳上５００万下,4,牝,栗東,加用,448,2008.0
20080101030704,3,+8,ダ1000m,8/23(土),札幌,12頭,メイショウジップ,54.0,小島,10.6,5,7R,３歳上５００万下,5,牡,美浦,小島太,494,2008.0
20080101030705,3,0,ダ1000m,8/23(土),札幌,12頭,ピエナワイルド,51.0,▲丸田,5.4,2,7R,３歳上５００万下,6,牡,栗東,南井,496,2008.0
20080101030706,4,+10,ダ1000m,8/23(土),札幌,12頭,メイショウゴルゴ,57.0,池添,18.0,8,7R,３歳上５００万下,7,牡,栗東,武田,528,2008.0
20080101030707,3,+2,ダ1000m,8/23(土),札幌,12頭,レディオーロラ,49.0,▲荻野琢,39.6,9,7R,３歳上５００万下,8,牝,美浦,高松,446,2008.0
20080101030708,4,-2,ダ1000m,8/23(土),札幌,12頭,ケイエスバウアー,55.0,松田,73.9,10,7R,３歳上５００万下,9,牝,栗東,高橋成,482,2008.0
20080101030709,4,-10,ダ1000m,8/23(土),札幌,12頭,マイティマイロード,56.0,☆北村友,102.5,12,7R,３歳上５００万下,10,牡,栗東,岩元,506,2008.0
20080101030710,4,0,ダ1000m,8/23(土),札幌,12頭,ラインステッチ,55.0,岩田,6.0,3,7R,３歳上５００万下,11,牝,美浦,藤沢和,472,2008.0
20080101030711,3,0,ダ1000m,8/23(土),札幌,12頭,ディアディアー,54.0,武幸,91.8,11,7R,３歳上５００万下,12,牡,美浦,柄崎,476,2008.0
20080101030800,3,+4,ダ1700m,8/23(土),札幌,13頭,ダイバクフ,54.0,馬渕繁,26.7,9,8R,３歳上５００万下,1,牡,地方,佐藤英,450,2008.0
20080101030801,5,-10,ダ1700m,8/23(土),札幌,13頭,インサイダー,56.0,☆的場,6.3,3,8R,３歳上５００万下,2,牡,美浦,小林,500,2008.0
20080101030802,5,+14,ダ1700m,8/23(土),札幌,13頭,バルバロ,57.0,横山典,3.0,1,8R,３歳上５００万下,3,牡,美浦,国枝,504,2008.0
20080101030803,4,+4,ダ1700m,8/23(土),札幌,13頭,ドンブレイカー,57.0,武幸,67.8,13,8R,３歳上５００万下,4,牡,栗東,藤岡健,428,2008.0
20080101030804,4,+12,ダ1700m,8/23(土),札幌,13頭,スプリングサンテ,57.0,長谷川,12.0,6,8R,３歳上５００万下,5,牡,栗東,中村,462,2008.0
20080101030805,5,+4,ダ1700m,8/23(土),札幌,13頭,アルタントプチ,57.0,梶,20.9,7,8R,３歳上５００万下,6,セ,美浦,菊川,450,2008.0
20080101030806,3,0,ダ1700m,8/23(土),札幌,13頭,ローンウルフ,52.0,△三浦,4.0,2,8R,３歳上５００万下,7,牡,美浦,栗田,464,2008.0
20080101030807,6,-4,ダ1700m,8/23(土),札幌,13頭,クリノハリマオー,57.0,菊沢,58.2,11,8R,３歳上５００万下,8,セ,美浦,内藤,454,2008.0
20080101030808,3,-10,ダ1700m,8/23(土),札幌,13頭,ファイナルファイト,54.0,北村浩,26.4,8,8R,３歳上５００万下,9,牡,栗東,鶴留,458,2008.0
20080101030809,6,+4,ダ1700m,8/23(土),札幌,13頭,タイキプロバンス,52.0,▲丸田,27.7,10,8R,３歳上５００万下,10,牝,美浦,高橋祥,462,2008.0
20080101030810,3,+6,ダ1700m,8/23(土),札幌,13頭,シャイニングアワー,54.0,池添,8.0,4,8R,３歳上５００万下,11,牡,栗東,羽月,486,2008.0
20080101030811,5,+2,ダ1700m,8/23(土),札幌,13頭,ティリブルティート,57.0,大野,62.3,12,8R,３歳上５００万下,12,牡,美浦,中野栄,482,2008.0
20080101030812,4,-6,ダ1700m,8/23(土),札幌,13頭,ナムラウシワカマル,57.0,四位,9.4,5,8R,３歳上５００万下,13,牡,美浦,田村,482,2008.0
20080101030900,3,+8,ダ1700m,8/23(土),札幌,11頭,ナンヨーリバー,53.0,池添,3.5,1,9R,しらかばＳ,1,牡,美浦,池上,506,2008.0
20080101030901,6,-6,ダ1700m,8/23(土),札幌,11頭,エアアドニス,54.0,松田,52.1,11,9R,しらかばＳ,2,牡,美浦,伊藤正,492,2008.0
20080101030902,6,+4,ダ1700m,8/23(土),札幌,11頭,ニシノナースコール,52.0,四位,14.2,6,9R,しらかばＳ,3,牝,美浦,尾形,442,2008.0
20080101030903,4,+2,ダ1700m,8/23(土),札幌,11頭,ロリンザーユーザー,53.0,小林徹,15.5,7,9R,しらかばＳ,4,牡,栗東,池江寿,496,2008.0
20080101030904,6,0,ダ1700m,8/23(土),札幌,11頭,セレスクラブ,53.0,武幸,43.9,10,9R,しらかばＳ,5,牡,栗東,鮫島,476,2008.0
20080101030905,6,-8,ダ1700m,8/23(土),札幌,11頭,ピースデザイン,53.0,三浦,10.3,5,9R,しらかばＳ,6,牡,美浦,堀,540,2008.0
20080101030906,5,+4,ダ1700m,8/23(土),札幌,11頭,ゲイルバニヤン,56.0,岩田,3.9,2,9R,しらかばＳ,7,牡,栗東,池江郎,484,2008.0
20080101030907,4,+6,ダ1700m,8/23(土),札幌,11頭,エスケーカントリー,57.0,横山典,4.6,3,9R,しらかばＳ,8,牡,美浦,武市,508,2008.0
20080101030908,7,+2,ダ1700m,8/23(土),札幌,11頭,メイショウサライ,57.0,秋山,6.4,4,9R,しらかばＳ,9,牡,栗東,増本,458,2008.0
20080101030909,7,-18,ダ1700m,8/23(土),札幌,11頭,タイキエニグマ,56.0,大野,32.6,9,9R,しらかばＳ,10,牡,美浦,清水美,508,2008.0
20080101030910,5,+8,ダ1700m,8/23(土),札幌,11頭,キクノアロー,57.0,藤田,25.1,8,9R,しらかばＳ,11,牡,栗東,吉田,528,2008.0
20080101031000,3,0,芝1800m,8/23(土),札幌,14頭,スピリタス,54.0,安藤勝,4.3,2,10R,石狩特別,1,セ,栗東,岡田,436,2008.0
20080101031001,3,+6,芝1800m,8/23(土),札幌,14頭,コンプトゥス,54.0,岩田,5.4,4,10R,石狩特別,2,牡,栗東,松田国,516,2008.0
20080101031002,3,-2,芝1800m,8/23(土),札幌,14頭,フィックルベリー,52.0,秋山,27.9,8,10R,石狩特別,3,牝,栗東,大久龍,416,2008.0
20080101031003,4,-2,芝1800m,8/23(土),札幌,14頭,ダブルヒーロー,57.0,四位,10.3,6,10R,石狩特別,4,牡,美浦,斎藤宏,518,2008.0
20080101031004,4,-8,芝1800m,8/23(土),札幌,14頭,ケイアイマイスキー,57.0,藤田,4.1,1,10R,石狩特別,5,牡,栗東,白井,462,2008.0
20080101031005,4,-4,芝1800m,8/23(土),札幌,14頭,マイネルクルーガー,57.0,津村,7.6,5,10R,石狩特別,6,牡,栗東,宮,458,2008.0
20080101031006,3,+8,芝1800m,8/23(土),札幌,14頭,ケンセイフライト,54.0,池添,31.7,9,10R,石狩特別,7,牡,栗東,西浦,482,2008.0
20080101031007,4,-2,芝1800m,8/23(土),札幌,14頭,サプライズユー,55.0,三浦,21.2,7,10R,石狩特別,8,牝,美浦,浅野,446,2008.0
20080101031008,4,-2,芝1800m,8/23(土),札幌,14頭,ハツカリ,57.0,長谷川,58.4,10,10R,石狩特別,9,牡,美浦,小桧山,466,2008.0
20080101031009,3,+30,芝1800m,8/23(土),札幌,14頭,メイショウマリア,52.0,横山典,4.7,3,10R,石狩特別,10,牝,美浦,小島太,486,2008.0
20080101031010,4,-8,芝1800m,8/23(土),札幌,14頭,マイグッドフェロー,57.0,丸田,164.9,13,10R,石狩特別,11,牡,美浦,浅野,446,2008.0
20080101031011,4,-10,芝1800m,8/23(土),札幌,14頭,ジョーネンボー,57.0,郷原,146.3,12,10R,石狩特別,12,牡,美浦,柴田人,474,2008.0
20080101031012,3,-3,芝1800m,8/23(土),札幌,14頭,リワードファントム,54.0,大野,130.1,11,10R,石狩特別,13,牡,美浦,藤原辰,450,2008.0
20080101031013,4,+4,芝1800m,8/23(土),札幌,14頭,スズノライコウ,57.0,北村友,243.7,14,10R,石狩特別,14,牡,美浦,高橋裕,494,2008.0
20080101031100,4,+6,芝2000m,8/23(土),札幌,11頭,ドリームサンデー,57.0,岩田,2.2,1,11R,日高特別,1,牡,栗東,池江郎,496,2008.0
20080101031101,3,+2,芝2000m,8/23(土),札幌,11頭,ネオスピリッツ,54.0,藤田,4.7,3,11R,日高特別,2,牡,美浦,藤沢和,472,2008.0
20080101031102,4,+14,芝2000m,8/23(土),札幌,11頭,パッションレッド,55.0,安藤勝,5.7,4,11R,日高特別,3,牝,栗東,松田博,490,2008.0
20080101031103,4,0,芝2000m,8/23(土),札幌,11頭,サンライズベガ,57.0,北村友,4.5,2,11R,日高特別,4,牡,栗東,音無,486,2008.0
20080101031104,6,-8,芝2000m,8/23(土),札幌,11頭,フェスティヴナイト,57.0,長谷川,35.8,9,11R,日高特別,5,牡,美浦,斎藤宏,452,2008.0
20080101031105,3,-10,芝2000m,8/23(土),札幌,11頭,ディアプリンシパル,54.0,池添,25.6,5,11R,日高特別,6,牡,栗東,清水出,458,2008.0
20080101031106,5,-10,芝2000m,8/23(土),札幌,11頭,サクセスガーウィン,57.0,大野,58.7,10,11R,日高特別,7,牡,美浦,久保田,478,2008.0
20080101031107,6,-8,芝2000m,8/23(土),札幌,11頭,ユメロマン,57.0,丸田,28.1,7,11R,日高特別,8,牡,美浦,宗像,460,2008.0
20080101031108,4,0,芝2000m,8/23(土),札幌,11頭,エアリーズ,57.0,三浦,25.8,6,11R,日高特別,9,牡,栗東,作田,474,2008.0
20080101031109,4,+4,芝2000m,8/23(土),札幌,11頭,ディジュリドゥー,57.0,松田,32.4,8,11R,日高特別,10,牡,栗東,柴田見,514,2008.0
20080101031110,4,0,芝2000m,8/23(土),札幌,11頭,グローリーソング,57.0,小原,169.3,11,11R,日高特別,11,牡,栗東,小原,470,2008.0
20080101031200,4,-6,芝2600m,8/23(土),札幌,13頭,アメジストリング,55.0,四位,2.3,1,12R,３歳上５００万下,1,牝,栗東,浅見,476,2008.0
20080101031201,3,0,芝2600m,8/23(土),札幌,13頭,マイネソシオ,51.0,☆北村友,23.2,10,12R,３歳上５００万下,2,牝,栗東,岡田,416,2008.0
20080101031202,3,+10,芝2600m,8/23(土),札幌,13頭,マームードイモン,54.0,小原,6.5,3,12R,３歳上５００万下,3,牡,栗東,小原,434,2008.0
20080101031203,4,-2,芝2600m,8/23(土),札幌,13頭,マヒオレ,57.0,安藤勝,4.9,2,12R,３歳上５００万下,4,牡,栗東,角居,480,2008.0
20080101031204,3,+18,芝2600m,8/23(土),札幌,13頭,ナリタキングパワー,54.0,岩田,17.0,7,12R,３歳上５００万下,5,牡,栗東,小野,536,2008.0
20080101031205,6,0,芝2600m,8/23(土),札幌,13頭,メジロスパイダー,57.0,菊沢,10.0,4,12R,３歳上５００万下,6,牡,美浦,高木,484,2008.0
20080101031206,4,-4,芝2600m,8/23(土),札幌,13頭,キャサリンダイヤ,54.0,☆的場,107.5,12,12R,３歳上５００万下,7,牝,美浦,稗田,490,2008.0
20080101031207,5,+8,芝2600m,8/23(土),札幌,13頭,グレートキャンドル,55.0,松田,16.6,6,12R,３歳上５００万下,8,牝,栗東,昆,454,2008.0
20080101031208,3,-2,芝2600m,8/23(土),札幌,13頭,トーアヘンリー,51.0,▲丸田,19.0,8,12R,３歳上５００万下,9,牡,美浦,藤原辰,474,2008.0
20080101031209,3,-4,芝2600m,8/23(土),札幌,13頭,センノカゼ,52.0,△三浦,19.1,9,12R,３歳上５００万下,10,牡,栗東,山内,476,2008.0
20080101031210,3,0,芝2600m,8/23(土),札幌,13頭,ショウサンマグナ,54.0,津村,56.5,11,12R,３歳上５００万下,11,牡,栗東,矢作,476,2008.0
20080101031211,4,+4,芝2600m,8/23(土),札幌,13頭,ヤマカツマドンナ,52.0,▲大江原,182.0,13,12R,３歳上５００万下,12,牝,栗東,福島,498,2008.0
20080101031212,5,-8,芝2600m,8/23(土),札幌,13頭,ディープウイング,57.0,藤田,16.3,5,12R,３歳上５００万下,中止,牡,栗東,本田,448,2008.0
20080101040100,2,+8,芝1200m,8/24(日),札幌,10頭,ネコパンチ,51.0,▲丸田,6.8,3,1R,２歳未勝利,1,牡,美浦,小林,458,2008.0
20080101040101,2,+4,芝1200m,8/24(日),札幌,10頭,マイネルロワイヤル,53.0,☆北村友,16.4,4,1R,２歳未勝利,2,牡,栗東,中村,456,2008.0
20080101040102,2,+4,芝1200m,8/24(日),札幌,10頭,マイネルエルドラド,54.0,藤田,1.3,1,1R,２歳未勝利,3,牡,美浦,岩戸,480,2008.0
20080101040103,2,+4,芝1200m,8/24(日),札幌,10頭,スズカフレーム,54.0,芹沢,83.6,7,1R,２歳未勝利,4,牡,栗東,橋田,466,2008.0
