,age,c_weight,course,date,field,head_count,horse_name,j_weight,jackie,odds,popu,race,race_name,rank,sex,trainerA,trainerB,weight,year
20080101040104,2,+2,芝1200m,8/24(日),札幌,10頭,ゼットホーオー,52.0,△三浦,6.5,2,1R,２歳未勝利,5,牡,栗東,山内,454,2008.0
20080101040105,2,-2,芝1200m,8/24(日),札幌,10頭,プロウスト,54.0,岩田,30.1,5,1R,２歳未勝利,6,牡,美浦,高松,480,2008.0
20080101040106,2,0,芝1200m,8/24(日),札幌,10頭,トーセンザメイデン,54.0,大野,32.4,6,1R,２歳未勝利,7,牝,美浦,石栗,448,2008.0
20080101040107,2,+4,芝1200m,8/24(日),札幌,10頭,ノボビクトリー,51.0,▲荻野琢,122.3,9,1R,２歳未勝利,8,牡,美浦,西塚,444,2008.0
20080101040108,2,+4,芝1200m,8/24(日),札幌,10頭,ハワイアンシェーナ,54.0,蛯名,83.8,8,1R,２歳未勝利,9,牝,美浦,中野栄,416,2008.0
20080101040109,2,-10,芝1200m,8/24(日),札幌,10頭,タイセイラプター,54.0,北村浩,180.6,10,1R,２歳未勝利,10,牡,栗東,新川,462,2008.0
20080101040200,3,-4,ダ1700m,8/24(日),札幌,13頭,ソニックブレード,54.0,△三浦,1.8,1,2R,３歳未勝利,1,牡,美浦,矢野照,500,2008.0
20080101040201,3,-8,ダ1700m,8/24(日),札幌,13頭,ハクサンレジェンド,56.0,芹沢,41.0,7,2R,３歳未勝利,2,牡,美浦,浅野,436,2008.0
20080101040202,3,-6,ダ1700m,8/24(日),札幌,13頭,ハッカイサンライズ,56.0,蛯名,4.0,2,2R,３歳未勝利,3,牡,美浦,藤原辰,450,2008.0
20080101040203,3,-2,ダ1700m,8/24(日),札幌,13頭,トキメキボストン,53.0,▲丸田,6.0,3,2R,３歳未勝利,4,牡,美浦,佐藤吉,476,2008.0
20080101040204,3,-2,ダ1700m,8/24(日),札幌,13頭,コウワスプラッシュ,56.0,青木,94.3,11,2R,３歳未勝利,5,牡,美浦,阿部,442,2008.0
20080101040205,3,-12,ダ1700m,8/24(日),札幌,13頭,エイトシード,54.0,池添,48.0,10,2R,３歳未勝利,6,牝,美浦,南田,428,2008.0
20080101040206,3,0,ダ1700m,8/24(日),札幌,13頭,ファンドリバトル,53.0,▲荻野琢,43.1,8,2R,３歳未勝利,7,牡,栗東,西園,460,2008.0
20080101040207,3,-4,ダ1700m,8/24(日),札幌,13頭,クリノモンブラン,54.0,大野,14.5,4,2R,３歳未勝利,8,牝,栗東,荒川,434,2008.0
20080101040208,3,+6,ダ1700m,8/24(日),札幌,13頭,メイショウカンスケ,55.0,☆北村友,96.0,12,2R,３歳未勝利,9,牡,栗東,安田伊,486,2008.0
20080101040209,3,+4,ダ1700m,8/24(日),札幌,13頭,チキリテンダリー,54.0,長谷川,272.1,13,2R,３歳未勝利,10,牝,栗東,吉田,444,2008.0
20080101040210,3,-2,ダ1700m,8/24(日),札幌,13頭,サクラシザーズ,56.0,藤田,19.0,5,2R,３歳未勝利,11,牡,栗東,梅田智,508,2008.0
20080101040211,3,-2,ダ1700m,8/24(日),札幌,13頭,フィデリオ,56.0,梶,45.8,9,2R,３歳未勝利,12,牡,栗東,矢作,484,2008.0
20080101040212,3,-14,ダ1700m,8/24(日),札幌,13頭,ダークエナジー,56.0,松田,28.6,6,2R,３歳未勝利,13,牡,栗東,中尾秀,486,2008.0
20080101040300,3,0,ダ1700m,8/24(日),札幌,13頭,エナージバイオ,53.0,▲丸田,5.4,3,3R,３歳未勝利,1,牡,栗東,梅田智,462,2008.0
20080101040301,3,-4,ダ1700m,8/24(日),札幌,13頭,ストロングジャック,56.0,横山典,5.5,4,3R,３歳未勝利,2,牡,美浦,鹿戸雄,516,2008.0
20080101040302,3,-2,ダ1700m,8/24(日),札幌,13頭,ロッソトウショウ,54.0,古川,50.0,7,3R,３歳未勝利,3,牝,美浦,土田,464,2008.0
20080101040303,3,-2,ダ1700m,8/24(日),札幌,13頭,サーンバラッド,54.0,△三浦,3.9,2,3R,３歳未勝利,4,牡,美浦,武市,496,2008.0
20080101040304,3,+2,ダ1700m,8/24(日),札幌,13頭,サラノコジーン,54.0,松岡,2.9,1,3R,３歳未勝利,5,牝,美浦,相沢,486,2008.0
20080101040305,3,+8,ダ1700m,8/24(日),札幌,13頭,ロードレガリア,56.0,武幸,85.4,10,3R,３歳未勝利,6,牡,栗東,藤岡健,516,2008.0
20080101040306,3,-6,ダ1700m,8/24(日),札幌,13頭,トーセンスプライト,54.0,岩田,8.7,5,3R,３歳未勝利,7,牝,美浦,斎藤宏,492,2008.0
20080101040307,3,-6,ダ1700m,8/24(日),札幌,13頭,パープルコランダム,54.0,秋山,12.4,6,3R,３歳未勝利,8,牝,美浦,武藤,478,2008.0
20080101040308,3,+4,ダ1700m,8/24(日),札幌,13頭,グランドオーパス,54.0,芹沢,52.6,8,3R,３歳未勝利,9,牝,栗東,矢作,454,2008.0
20080101040309,3,+10,ダ1700m,8/24(日),札幌,13頭,ケイエスラック,54.0,松田,170.8,12,3R,３歳未勝利,10,牝,栗東,高橋成,472,2008.0
20080101040310,3,0,ダ1700m,8/24(日),札幌,13頭,スーパーワンダー,56.0,青木,119.7,11,3R,３歳未勝利,11,牡,美浦,阿部,492,2008.0
20080101040311,3,+38,ダ1700m,8/24(日),札幌,13頭,シルキーワイルド,56.0,梶,55.8,9,3R,３歳未勝利,12,牡,美浦,矢野照,476,2008.0
20080101040312,3,-6,ダ1700m,8/24(日),札幌,13頭,テーラーベンチャー,56.0,大野,183.3,13,3R,３歳未勝利,13,牡,美浦,平井,496,2008.0
20080101040400,2,0,芝1800m,8/24(日),札幌,13頭,テーオーストーム,54.0,岩田,3.6,1,4R,２歳新馬,1,牡,栗東,藤岡健,476,2008.0
20080101040401,2,0,芝1800m,8/24(日),札幌,13頭,マイネルプロートス,54.0,松岡,14.6,7,4R,２歳新馬,2,牡,栗東,加用,484,2008.0
20080101040402,2,0,芝1800m,8/24(日),札幌,13頭,タイトルパート,54.0,安藤勝,4.7,2,4R,２歳新馬,3,牝,栗東,鮫島,498,2008.0
20080101040403,2,0,芝1800m,8/24(日),札幌,13頭,ニシノラブキング,54.0,四位,15.6,8,4R,２歳新馬,4,牡,栗東,浅見,478,2008.0
20080101040404,2,0,芝1800m,8/24(日),札幌,13頭,ワールドレデー,54.0,秋山,46.3,10,4R,２歳新馬,5,牝,栗東,池添,494,2008.0
20080101040405,2,0,芝1800m,8/24(日),札幌,13頭,ダンツフロント,54.0,藤田,5.4,4,4R,２歳新馬,6,牡,栗東,中村,524,2008.0
20080101040406,2,0,芝1800m,8/24(日),札幌,13頭,ヴィーヴァサルーテ,54.0,横山典,12.4,5,4R,２歳新馬,7,牡,栗東,作田,504,2008.0
20080101040407,2,0,芝1800m,8/24(日),札幌,13頭,フリソ,53.0,☆的場,75.7,12,4R,２歳新馬,8,牡,美浦,小島茂,474,2008.0
20080101040408,2,0,芝1800m,8/24(日),札幌,13頭,ハイゲート,53.0,☆北村友,13.4,6,4R,２歳新馬,9,牡,美浦,小笠,514,2008.0
20080101040409,2,0,芝1800m,8/24(日),札幌,13頭,ショウナンサンガ,54.0,蛯名,5.1,3,4R,２歳新馬,10,牡,美浦,二ノ宮,482,2008.0
20080101040410,2,0,芝1800m,8/24(日),札幌,13頭,リッカアリュール,54.0,池添,24.4,9,4R,２歳新馬,11,牡,栗東,鶴留,466,2008.0
20080101040411,2,0,芝1800m,8/24(日),札幌,13頭,オンリースカイ,52.0,△三浦,64.2,11,4R,２歳新馬,12,牡,栗東,中竹,492,2008.0
20080101040412,2,0,芝1800m,8/24(日),札幌,13頭,チェリーブレーヴ,54.0,武幸,134.6,13,4R,２歳新馬,13,牡,美浦,中野渡,484,2008.0
20080101040500,3,-6,芝1200m,8/24(日),札幌,16頭,ボーダレスワールド,54.0,△三浦,3.0,1,5R,３歳未勝利,1,牡,美浦,加藤征,524,2008.0
20080101040501,3,+6,芝1200m,8/24(日),札幌,16頭,カワキタライジン,56.0,松岡,9.0,5,5R,３歳未勝利,2,牡,美浦,相沢,458,2008.0
20080101040502,3,+8,芝1200m,8/24(日),札幌,16頭,モエレロングラン,56.0,安藤勝,16.5,7,5R,３歳未勝利,3,牡,美浦,河野,506,2008.0
20080101040503,3,-4,芝1200m,8/24(日),札幌,16頭,スリータキオン,54.0,武英,21.2,8,5R,３歳未勝利,4,牝,栗東,武宏,432,2008.0
20080101040504,3,+2,芝1200m,8/24(日),札幌,16頭,バイヨン,56.0,岩田,4.6,2,5R,３歳未勝利,5,牡,美浦,萩原,434,2008.0
20080101040505,3,+8,芝1200m,8/24(日),札幌,16頭,ジョーアニマート,51.0,▲荻野琢,9.3,6,5R,３歳未勝利,6,牝,美浦,田村,456,2008.0
20080101040506,3,-6,芝1200m,8/24(日),札幌,16頭,エムオーヒーロー,56.0,横山典,8.0,3,5R,３歳未勝利,7,牡,美浦,清水英,430,2008.0
20080101040507,3,+12,芝1200m,8/24(日),札幌,16頭,デュークレジェンド,56.0,四位,98.7,15,5R,３歳未勝利,8,セ,美浦,後藤,448,2008.0
20080101040508,3,+4,芝1200m,8/24(日),札幌,16頭,トシアツキ,54.0,北村浩,8.3,4,5R,３歳未勝利,9,牝,栗東,藤沢則,430,2008.0
20080101040509,3,-4,芝1200m,8/24(日),札幌,16頭,テーブルフラワー,54.0,秋山,33.6,9,5R,３歳未勝利,10,牝,美浦,萩原,426,2008.0
20080101040510,3,+10,芝1200m,8/24(日),札幌,16頭,シャトルクリスティ,54.0,長谷川,91.2,14,5R,３歳未勝利,11,牝,栗東,西浦,414,2008.0
20080101040511,3,0,芝1200m,8/24(日),札幌,16頭,リネンエース,56.0,藤田,37.3,10,5R,３歳未勝利,12,牡,美浦,南田,442,2008.0
20080101040512,3,+12,芝1200m,8/24(日),札幌,16頭,フジアンドリュウ,56.0,大野,52.3,11,5R,３歳未勝利,13,牡,美浦,二本柳,464,2008.0
20080101040513,3,0,芝1200m,8/24(日),札幌,16頭,ハイブリッドスター,53.0,▲丸田,53.3,12,5R,３歳未勝利,14,牡,美浦,尾形,442,2008.0
20080101040514,3,+10,芝1200m,8/24(日),札幌,16頭,クレバーモーリン,53.0,☆北村友,88.1,13,5R,３歳未勝利,15,牝,栗東,崎山,430,2008.0
20080101040515,3,0,芝1200m,8/24(日),札幌,16頭,ショットバー,56.0,小林徹,204.9,16,5R,３歳未勝利,16,牡,栗東,武宏,454,2008.0
20080101040600,4,0,ダ1700m,8/24(日),札幌,12頭,ヴィアラクテア,55.0,藤田,2.0,1,6R,３歳上５００万下,1,牝,栗東,藤原英,476,2008.0
20080101040601,3,+14,ダ1700m,8/24(日),札幌,12頭,タガノクリスエス,51.0,☆北村友,3.2,2,6R,３歳上５００万下,2,牝,栗東,松田博,474,2008.0
20080101040602,4,-6,ダ1700m,8/24(日),札幌,12頭,コパノタイマネ,54.0,☆的場,7.0,3,6R,３歳上５００万下,3,牝,栗東,崎山,486,2008.0
20080101040603,4,0,ダ1700m,8/24(日),札幌,12頭,エプソムアイリス,53.0,△三浦,8.6,4,6R,３歳上５００万下,4,牝,栗東,山内,438,2008.0
20080101040604,4,-6,ダ1700m,8/24(日),札幌,12頭,メイショウアルペン,55.0,武幸,15.4,5,6R,３歳上５００万下,5,牝,栗東,武邦,412,2008.0
20080101040605,5,-12,ダ1700m,8/24(日),札幌,12頭,コアレスキャスト,52.0,▲丸田,46.5,7,6R,３歳上５００万下,6,牝,美浦,成島,456,2008.0
20080101040606,5,-2,ダ1700m,8/24(日),札幌,12頭,クイックバレリーナ,55.0,長谷川,164.9,12,6R,３歳上５００万下,7,牝,栗東,荒川,452,2008.0
20080101040607,4,+4,ダ1700m,8/24(日),札幌,12頭,ナリタトパーズ,55.0,河北,118.4,11,6R,３歳上５００万下,8,牝,栗東,小野,446,2008.0
20080101040608,4,0,ダ1700m,8/24(日),札幌,12頭,フジノイチヒメ,55.0,蛯名,52.2,9,6R,３歳上５００万下,9,牝,美浦,柄崎,462,2008.0
20080101040609,3,+4,ダ1700m,8/24(日),札幌,12頭,ミフユ,52.0,小林徹,50.7,8,6R,３歳上５００万下,10,牝,栗東,目野,486,2008.0
20080101040610,4,+8,ダ1700m,8/24(日),札幌,12頭,アイスカービング,55.0,大野,30.1,6,6R,３歳上５００万下,11,牝,美浦,松山将,466,2008.0
20080101040611,4,+2,ダ1700m,8/24(日),札幌,12頭,シルバージャンパー,52.0,▲荻野琢,92.9,10,6R,３歳上５００万下,12,牝,栗東,松永昌,518,2008.0
20080101040700,3,+8,ダ1700m,8/24(日),札幌,13頭,ケイアイプラウド,54.0,岩田,6.6,4,7R,３歳上５００万下,1,牡,栗東,白井,482,2008.0
20080101040701,4,-6,ダ1700m,8/24(日),札幌,13頭,タニノロッキー,57.0,秋山,3.4,1,7R,３歳上５００万下,2,牡,栗東,河内,454,2008.0
20080101040702,4,+2,ダ1700m,8/24(日),札幌,13頭,ユーワファントム,57.0,藤田,11.6,6,7R,３歳上５００万下,3,牡,美浦,武藤,496,2008.0
20080101040703,4,+2,ダ1700m,8/24(日),札幌,13頭,シルクストライカー,57.0,小林徹,31.0,9,7R,３歳上５００万下,4,牡,栗東,目野,466,2008.0
20080101040704,3,-4,ダ1700m,8/24(日),札幌,13頭,メイショウタメトモ,54.0,古川,9.3,5,7R,３歳上５００万下,5,牡,栗東,武田,434,2008.0
20080101040705,4,-8,ダ1700m,8/24(日),札幌,13頭,アツキオモイ,57.0,大野,23.6,8,7R,３歳上５００万下,6,牡,美浦,鈴木勝,442,2008.0
20080101040706,3,+10,ダ1700m,8/24(日),札幌,13頭,ウォーターボーイズ,54.0,安藤勝,4.2,2,7R,３歳上５００万下,7,牡,美浦,藤沢和,496,2008.0
20080101040707,4,+8,ダ1700m,8/24(日),札幌,13頭,シャドウブルース,55.0,△三浦,5.7,3,7R,３歳上５００万下,8,牡,美浦,河野,496,2008.0
20080101040708,3,+18,ダ1700m,8/24(日),札幌,13頭,カネトシトレンド,54.0,長谷川,41.9,11,7R,３歳上５００万下,9,牡,栗東,中村,452,2008.0
20080101040709,4,+2,ダ1700m,8/24(日),札幌,13頭,エクスハイタッチ,57.0,菊沢,116.6,12,7R,３歳上５００万下,10,牡,美浦,柄崎,448,2008.0
20080101040710,3,-4,ダ1700m,8/24(日),札幌,13頭,セイカカリンバ,54.0,松岡,38.8,10,7R,３歳上５００万下,11,牡,美浦,相沢,464,2008.0
20080101040711,4,+12,ダ1700m,8/24(日),札幌,13頭,トランプ,56.0,☆北村友,15.6,7,7R,３歳上５００万下,12,牡,栗東,崎山,490,2008.0
20080101040712,3,0,ダ1700m,8/24(日),札幌,13頭,ヒシフラッシー,51.0,▲丸田,156.9,13,7R,３歳上５００万下,13,牡,美浦,加藤和,498,2008.0
20080101040800,5,-6,芝1500m,8/24(日),札幌,14頭,セイウンワキタツ,57.0,武幸,26.1,8,8R,藻岩山特別,1,牡,栗東,田所秀,476,2008.0
20080101040801,4,+4,芝1500m,8/24(日),札幌,14頭,ユキノハリケーン,57.0,蛯名,10.9,5,8R,藻岩山特別,2,牡,美浦,根本,488,2008.0
20080101040802,4,-4,芝1500m,8/24(日),札幌,14頭,ジャングルテクノ,57.0,四位,6.1,3,8R,藻岩山特別,3,牡,栗東,大久龍,450,2008.0
20080101040803,3,0,芝1500m,8/24(日),札幌,14頭,ミゼリコルデ,52.0,三浦,8.5,4,8R,藻岩山特別,4,牝,栗東,音無,474,2008.0
20080101040804,5,-14,芝1500m,8/24(日),札幌,14頭,ジョウテンロマン,57.0,菊沢,70.2,10,8R,藻岩山特別,5,牡,美浦,二ノ宮,474,2008.0
20080101040805,4,0,芝1500m,8/24(日),札幌,14頭,ムーンレスナイト,57.0,藤田,13.9,6,8R,藻岩山特別,6,牡,美浦,藤沢和,516,2008.0
20080101040806,5,-10,芝1500m,8/24(日),札幌,14頭,クレバージェフリー,57.0,的場,112.8,12,8R,藻岩山特別,7,牡,栗東,崎山,434,2008.0
20080101040807,5,-2,芝1500m,8/24(日),札幌,14頭,アドマイヤダーリン,57.0,岩田,4.8,2,8R,藻岩山特別,8,牡,栗東,友道,496,2008.0
20080101040808,6,+4,芝1500m,8/24(日),札幌,14頭,アサクササンジャ,57.0,松田,124.1,13,8R,藻岩山特別,9,牡,美浦,加藤征,526,2008.0
20080101040809,4,+12,芝1500m,8/24(日),札幌,14頭,クラウンプリンセス,55.0,安藤勝,2.4,1,8R,藻岩山特別,10,牝,栗東,橋口,466,2008.0
20080101040810,5,-8,芝1500m,8/24(日),札幌,14頭,ニシノアンサー,57.0,横山典,15.0,7,8R,藻岩山特別,11,牡,美浦,水野,480,2008.0
20080101040811,5,+14,芝1500m,8/24(日),札幌,14頭,アサクサブラボー,57.0,荻野琢,97.6,11,8R,藻岩山特別,12,セ,美浦,戸田,492,2008.0
20080101040812,5,+6,芝1500m,8/24(日),札幌,14頭,トーホウカウンター,55.0,小林徹,259.5,14,8R,藻岩山特別,13,牝,栗東,田中章,452,2008.0
20080101040813,3,0,芝1500m,8/24(日),札幌,14頭,ランチボックス,54.0,池添,29.3,9,8R,藻岩山特別,14,牡,栗東,浅見,498,2008.0
20080101040900,4,-4,芝2000m,8/24(日),札幌,11頭,タスカータソルテ,57.0,横山典,12.5,5,9R,札幌記念,1,牡,栗東,藤原英,450,2008.0
20080101040901,5,-2,芝2000m,8/24(日),札幌,11頭,マツリダゴッホ,57.0,蛯名,2.3,1,9R,札幌記念,2,牡,美浦,国枝,478,2008.0
20080101040902,5,0,芝2000m,8/24(日),札幌,11頭,フィールドベアー,57.0,秋山,5.7,3,9R,札幌記念,3,牡,栗東,野村,498,2008.0
20080101040903,6,+8,芝2000m,8/24(日),札幌,11頭,アドマイヤタイトル,57.0,安藤勝,82.6,11,9R,札幌記念,4,牡,栗東,松田博,512,2008.0
20080101040904,4,-4,芝2000m,8/24(日),札幌,11頭,メイショウレガーロ,57.0,岩田,34.0,7,9R,札幌記念,5,牡,美浦,小島太,456,2008.0
20080101040905,3,+12,芝2000m,8/24(日),札幌,11頭,マイネルチャールズ,54.0,松岡,3.4,2,9R,札幌記念,6,牡,美浦,稲葉,466,2008.0
20080101040906,8,0,芝2000m,8/24(日),札幌,11頭,ヴィータローザ,57.0,北村友,54.9,9,9R,札幌記念,7,牡,栗東,橋口,474,2008.0
20080101040907,4,-20,芝2000m,8/24(日),札幌,11頭,マンハッタンスカイ,57.0,四位,12.6,6,9R,札幌記念,8,牡,栗東,浅見,516,2008.0
20080101040908,9,+14,芝2000m,8/24(日),札幌,11頭,シルクフェイマス,57.0,三浦,53.7,8,9R,札幌記念,9,牡,栗東,鮫島,488,2008.0
20080101040909,6,0,芝2000m,8/24(日),札幌,11頭,コンゴウリキシオー,57.0,藤田,9.4,4,9R,札幌記念,10,牡,栗東,山内,506,2008.0
20080101040910,3,+4,芝2000m,8/24(日),札幌,11頭,オリエンタルロック,54.0,武幸,78.3,10,9R,札幌記念,11,牡,栗東,田所秀,482,2008.0
20080101041000,5,-6,ダ1700m,8/24(日),札幌,13頭,フォーリクラッセ,57.0,武幸,3.7,3,10R,羊蹄山特別,1,牡,栗東,安田隆,496,2008.0
20080101041001,5,+2,ダ1700m,8/24(日),札幌,13頭,ケイエスシンケイト,57.0,松田,51.5,10,10R,羊蹄山特別,2,牡,栗東,高橋成,486,2008.0
20080101041002,8,-16,ダ1700m,8/24(日),札幌,13頭,スマートカイザー,57.0,岩田,22.0,7,10R,羊蹄山特別,3,牡,栗東,大久龍,458,2008.0
20080101041003,3,0,ダ1700m,8/24(日),札幌,13頭,トップジャイアンツ,52.0,藤田,3.2,1,10R,羊蹄山特別,4,牡,栗東,山内,484,2008.0
20080101041004,3,+6,ダ1700m,8/24(日),札幌,13頭,ナムラハーン,54.0,武英,24.1,8,10R,羊蹄山特別,5,牡,栗東,福島,488,2008.0
20080101041005,3,+14,ダ1700m,8/24(日),札幌,13頭,シンワラヴ,54.0,梶,15.5,5,10R,羊蹄山特別,6,牡,美浦,田村,494,2008.0
20080101041006,5,-4,ダ1700m,8/24(日),札幌,13頭,バリオン,57.0,菊沢,35.8,9,10R,羊蹄山特別,7,牡,美浦,萩原,460,2008.0
20080101041007,5,0,ダ1700m,8/24(日),札幌,13頭,ダイワレヴアップ,57.0,的場,75.1,11,10R,羊蹄山特別,8,牡,美浦,的場,544,2008.0
20080101041008,5,0,ダ1700m,8/24(日),札幌,13頭,マイネルトラヴェル,57.0,三浦,21.7,6,10R,羊蹄山特別,9,牡,栗東,柴田光,478,2008.0
20080101041009,5,0,ダ1700m,8/24(日),札幌,13頭,インスパイアリング,57.0,小林徹,86.2,12,10R,羊蹄山特別,10,牡,栗東,沖,510,2008.0
20080101041010,4,-6,ダ1700m,8/24(日),札幌,13頭,メイショウカルド,57.0,松岡,3.5,2,10R,羊蹄山特別,11,牡,栗東,岡田,494,2008.0
20080101041011,5,-4,ダ1700m,8/24(日),札幌,13頭,アイアイスピーチ,57.0,鈴来,203.7,13,10R,羊蹄山特別,12,セ,美浦,星野,450,2008.0
20080101041012,5,+4,ダ1700m,8/24(日),札幌,13頭,スズカフェロー,57.0,北村友,8.9,4,10R,羊蹄山特別,13,牡,栗東,武宏,494,2008.0
20080101041100,6,+4,芝2000m,8/24(日),札幌,11頭,サクラオリオン,55.0,松岡,10.6,5,11R,ポプラＳ,1,牡,栗東,池江郎,472,2008.0
20080101041101,4,+2,芝2000m,8/24(日),札幌,11頭,ファストロック,57.5,安藤勝,1.8,1,11R,ポプラＳ,2,牡,美浦,藤沢和,490,2008.0
20080101041102,5,-12,芝2000m,8/24(日),札幌,11頭,イースター,57.5,横山典,8.5,4,11R,ポプラＳ,3,牡,栗東,平田,438,2008.0
20080101041103,5,0,芝2000m,8/24(日),札幌,11頭,ツアーデフォース,54.0,松田,18.4,6,11R,ポプラＳ,4,セ,栗東,松永幹,470,2008.0
20080101041104,8,+8,芝2000m,8/24(日),札幌,11頭,ショートローブス,53.0,北村友,67.7,10,11R,ポプラＳ,5,牡,美浦,相沢,474,2008.0
20080101041105,4,0,芝2000m,8/24(日),札幌,11頭,コーナーストーン,57.0,蛯名,6.1,3,11R,ポプラＳ,6,牡,美浦,国枝,488,2008.0
20080101041106,5,-2,芝2000m,8/24(日),札幌,11頭,サダムアカイカゼ,50.0,三浦,35.6,8,11R,ポプラＳ,7,牝,栗東,鮫島,434,2008.0
20080101041107,5,0,芝2000m,8/24(日),札幌,11頭,トロフィーディール,55.0,藤田,33.7,7,11R,ポプラＳ,8,牡,栗東,森,456,2008.0
20080101041108,5,0,芝2000m,8/24(日),札幌,11頭,アルカライズ,52.0,池添,62.8,9,11R,ポプラＳ,9,牡,美浦,奥平,490,2008.0
20080101041109,5,-8,芝2000m,8/24(日),札幌,11頭,インベスター,56.0,岩田,5.6,2,11R,ポプラＳ,10,牡,美浦,萩原,580,2008.0
20080101041110,7,+2,芝2000m,8/24(日),札幌,11頭,ワンダードリーム,53.0,的場,122.3,11,11R,ポプラＳ,11,セ,美浦,阿部,456,2008.0
20080101041200,4,-8,芝1200m,8/24(日),札幌,16頭,アドマイヤプルート,55.0,安藤勝,2.6,1,12R,３歳上５００万下,1,牝,栗東,中尾秀,450,2008.0
20080101041201,3,0,芝1200m,8/24(日),札幌,16頭,レディハニー,49.0,▲丸田,15.1,6,12R,３歳上５００万下,2,牝,美浦,久保田,468,2008.0
20080101041202,3,+6,芝1200m,8/24(日),札幌,16頭,ラヴァーズテーラー,52.0,松岡,30.7,10,12R,３歳上５００万下,3,牝,栗東,平田,442,2008.0
20080101041203,3,-2,芝1200m,8/24(日),札幌,16頭,メジロアースラ,52.0,横山典,4.5,2,12R,３歳上５００万下,4,牝,栗東,田島,472,2008.0
20080101041204,4,+8,芝1200m,8/24(日),札幌,16頭,テイエムオペレッタ,55.0,小林徹,38.1,12,12R,３歳上５００万下,5,牝,栗東,五十嵐,482,2008.0
